outcome,modality,estimate_yint,SE_yint,t_yint,DF_yint,p_yint,lower_yint,upper_yint,direction,significance
suppress_siipsneg_R_SMC,mechanical,-0.0623927067862004,0.0349991468075164,-1.78269222188013,116.433656601765,0.0772424400217782,-0.131710205968263,0.00692479239586228,-,n.s.
suppress_siipsneg_L_Precun,mechanical,-0.0515635623722978,0.0350260784078754,-1.472147745798,101.734122904205,0.144067877928998,-0.121039802193055,0.0179126774484594,-,n.s.
pain_pathways_Thal_VPLM_R,mechanical,0.0535868422490967,0.0338538993615368,1.58288537686089,144.111999868747,0.1156397316015,-0.0133274904435003,0.120501174941694,+,n.s.
pain_pathways_Thal_VPLM_L,mechanical,0.0505465538055456,0.0372930364748882,1.35538852781757,127.901641157619,0.177682503907829,-0.0232446318796086,0.1243377394907,+,n.s.
pain_pathways_Thal_MD,mechanical,0.0650596836896084,0.0358901077825153,1.81274695756984,219.316114287494,0.0712381438701151,-0.00567396137747382,0.135793328756691,+,n.s.
pain_pathways_dpIns_L,mechanical,0.141723951952144,0.036883724777548,3.84245226876911,87.2963937296638,0.000230560720408945,0.0684170645341036,0.215030839370185,+,***
pain_pathways_dpIns_R,mechanical,0.136281186166551,0.0362605986251505,3.75838213746494,79.6041396138597,0.000324595669498828,0.0641147859571608,0.208447586375942,+,***
pain_pathways_aMCC_MPFC,mechanical,0.170776969063657,0.0390163308119189,4.37706379636004,94.2799069788158,3.10840578998661e-05,0.0933121279173313,0.248241810209982,+,***
canlab2018_mean_Ctx_8C_L,mechanical,0.0379813532291129,0.0342670646614478,1.1083923763054,238.301339124637,0.268809802347285,-0.0295236949747793,0.105486401433005,+,n.s.
canlab2018_mean_Ctx_a47r_R,mechanical,0.00324231529986653,0.0336937545240836,0.0962289701953217,121.898627285854,0.923496747927589,-0.0634583926615601,0.0699430232612931,+,n.s.
canlab2018_mean_Ctx_p9_46v_R,mechanical,0.0431889413039666,0.0363560079969223,1.18794509308125,142.59116927088,0.236830000183766,-0.0286774543840966,0.11505533699203,+,n.s.
canlab2018_mean_Ctx_46_L,mechanical,0.0872380273130652,0.0370269675895413,2.35606729344227,108.323520246786,0.0202678559275511,0.0138466371612253,0.160629417464905,+,*
canlab2018_mean_Ctx_a10p_R,mechanical,0.0382704679373686,0.0349929468671801,1.09366233380197,183.109307787721,0.275539748725417,-0.0307707588398431,0.10731169471458,+,n.s.
canlab2018_mean_Ctx_11l_L,mechanical,0.0506266820330579,0.0333238576971584,1.51923233177697,172.108544946812,0.130538905328148,-0.0151493928709245,0.11640275693704,+,n.s.
canlab2018_mean_Ctx_11l_R,mechanical,0.0338767480316706,0.0307216575710895,1.10269922621461,867.846947316441,0.2704634932986,-0.026420687665817,0.0941741837291583,+,n.s.
canlab2018_mean_Ctx_p10p_R,mechanical,0.0405205335324008,0.0379257955828957,1.06841617715926,169.714149505506,0.286850153822439,-0.034346524583305,0.115387591648107,+,n.s.
canlab2018_mean_V_Striatum_L,mechanical,0.0651401659798281,0.0341676510936838,1.90648651267309,150.832666701174,0.05848879939564,-0.00236884726573844,0.132649179225395,+,n.s.
canlab2018_mean_V_Striatum_R,mechanical,0.0723434811828426,0.0368054922045386,1.96556211721906,140.181991912486,0.051325612203805,-0.000422130525390779,0.145109092891076,+,n.s.
canlab2018_mean_Bstem_PAG,mechanical,0.167425005690691,0.0356411868266428,4.69751488650024,49.5600541362016,2.12421627514559e-05,0.0958218264898689,0.239028184891513,+,***
rank_nps,mechanical,0.140066413588342,0.0316214351687395,4.42947680397535,258.378294447481,1.3959393543761e-05,0.0777978692600255,0.202334957916659,+,***
rank_siips,mechanical,0.181212202290676,0.0343500694939551,5.27545373154384,177.005750658462,3.83463645059479e-07,0.113423825432365,0.249000579148986,+,***
